province_region,NOC code,Occupational Group,2016,2017,2018,2019,2020,2021,2022,2023
Canada,7371,Crane operators,56,26,8,46,76,58,46,66
Canada,7372,"Drillers and blasters - surface mining, quarrying and construction",18,15,26,18,11,8,55,60
Canada,7373,Water well drillers,0,0,2,2,0,9,2,1
Canada,7381,Printing press operators,8,7,4,15,26,18,134,122
Canada,7384,"Other trades and related occupations, n.e.c.",105,150,78,83,101,114,264,104
Canada,7441,Residential and commercial installers and servicers,42,31,74,246,282,158,475,554
Canada,7442,Waterworks and gas maintenance workers,11,6,0,0,0,0,0,1
Canada,7444,Pest controllers and fumigators,0,2,1,2,0,4,4,5
Canada,7445,Other repairers and servicers,11,23,18,18,10,10,29,29
Canada,7451,Longshore workers,0,0,0,0,0,0,0,0
Canada,7452,Material handlers,23,20,49,149,154,207,"1,445","1,468"
Canada,7511,Transport truck drivers,"1,079","1,693","1,584","5,052","4,095","3,299","7,514","7,297"
Canada,7512,"Bus drivers, subway operators and other transit operators",11,4,2,5,8,3,56,85
Canada,7513,Taxi and limousine drivers and chauffeurs,0,1,1,16,1,13,44,13
Canada,7514,Delivery and courier service drivers,5,8,16,42,38,22,197,311
Canada,7521,Heavy equipment operators (except crane),69,90,95,99,91,52,445,361
Canada,7522,Public works maintenance equipment operators and related workers,0,0,10,8,13,15,44,22
Canada,7531,Railway yard and track maintenance workers,0,0,1,6,0,0,0,3
Canada,7532,Water transport deck and engine room crew,331,275,186,178,125,116,98,135
Canada,7533,Boat and cable ferry operators and related occupations,7,0,0,0,0,1,0,0
Canada,7534,Air transport ramp attendants,0,0,0,1,0,0,9,10
Canada,7535,Other automotive mechanical installers and servicers,1,17,7,74,34,43,220,323
Canada,7611,Construction trades helpers and labourers,129,148,132,609,632,870,"3,665","5,353"
Canada,7612,Other trades helpers and labourers,49,43,88,121,146,145,383,670
Canada,7621,Public works and maintenance labourers,3,6,0,4,0,4,24,37
Canada,7622,Railway and motor transport labourers,0,1,0,4,11,5,19,42
Canada,8211,"Supervisors, logging and forestry",3,0,0,1,1,0,2,5
Canada,8221,"Supervisors, mining and quarrying",8,10,2,1,0,0,0,0
Canada,8222,"Contractors and supervisors, oil and gas drilling and services",22,25,25,19,25,11,29,61
Canada,8231,Underground production and development miners,3,10,22,0,9,0,2,2
Canada,8232,"Oil and gas well drillers, servicers, testers and related workers",48,28,19,9,10,18,37,43
Canada,8241,Logging machinery operators,0,5,0,42,12,35,13,79
Canada,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",839,"1,029","1,187","1,348","1,465","1,474","2,178","2,547"
Canada,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",62,71,119,137,128,119,178,235
Canada,8261,Fishing masters and officers,1,1,0,1,0,0,0,2
Canada,8262,Fishermen/women,0,0,0,0,0,0,0,0
Canada,8411,Underground mine service and support workers,9,0,0,0,1,0,0,0
Canada,8412,Oil and gas well drilling and related workers and services operators,6,4,0,0,8,12,18,22
Canada,8421,Chain saw and skidder operators,0,0,0,0,0,4,1,3
Canada,8422,Silviculture and forestry workers,0,0,4,64,40,85,110,108
Canada,8431,General farm workers,"36,405","40,831","48,877","49,593","49,116","61,515","71,228","81,532"
Canada,8432,Nursery and greenhouse workers,"15,407","16,360","17,930","19,314","19,371","11,577","12,686","15,365"
Canada,8441,Fishing vessel deckhands,11,12,5,7,8,1,10,10
Canada,8442,Trappers and hunters,0,0,0,0,0,0,0,0
Canada,8611,Harvesting labourers,"1,493","2,225","1,547","1,939","2,315","2,753","2,994","1,581"
Canada,8612,Landscaping and grounds maintenance labourers,277,189,329,682,877,515,"2,471","1,990"
Canada,8613,Aquaculture and marine harvest labourers,0,0,0,9,7,9,55,39
Canada,8614,Mine labourers,0,0,0,0,0,0,0,2
Canada,8615,"Oil and gas drilling, servicing and related labourers",2,8,0,1,2,0,53,51
Canada,8616,Logging and forestry labourers,1,0,0,3,17,16,53,29
Canada,9211,"Supervisors, mineral and metal processing",5,5,10,3,8,6,14,6
Canada,9212,"Supervisors, petroleum, gas and chemical processing and utilities",4,1,1,5,2,2,24,16
Canada,9213,"Supervisors, food, beverage and associated products processing",25,41,25,28,45,60,117,167
Canada,9214,"Supervisors, plastic and rubber products manufacturing",7,5,6,12,23,13,43,51
Canada,9215,"Supervisors, forest products processing",0,1,0,3,4,4,8,13
Canada,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",5,6,10,18,19,18,44,27
Canada,9221,"Supervisors, motor vehicle assembling",0,0,0,1,1,2,0,2
Canada,9222,"Supervisors, electronics manufacturing",2,0,0,0,1,1,4,5
Canada,9223,"Supervisors, electrical products manufacturing",1,1,0,0,1,1,5,3
Canada,9224,"Supervisors, furniture and fixtures manufacturing",7,21,15,16,5,8,21,25
Canada,9226,"Supervisors, other mechanical and metal products manufacturing",7,8,2,8,8,5,17,5
Canada,9227,"Supervisors, other products manufacturing and assembly",9,13,17,17,9,12,15,21
Canada,9231,"Central control and process operators, mineral and metal processing",1,2,0,0,0,0,10,4
Canada,9232,"Petroleum, gas and chemical process operators",11,10,0,0,2,1,2,3
Canada,9235,"Pulping, papermaking and coating control operators",0,0,0,0,0,0,20,13
Canada,9241,Power engineers and power systems operators,2,1,5,1,2,1,1,2
Canada,9243,Water and waste treatment plant operators,2,0,0,2,0,19,5,17
Canada,9411,"Machine operators, mineral and metal processing",0,0,0,0,4,0,10,3
Canada,9412,Foundry workers,0,0,33,20,74,39,148,112
Canada,9413,Glass forming and finishing machine operators and glass cutters,0,3,1,20,9,5,10,28
Canada,9414,"Concrete, clay and stone forming operators",13,11,5,24,57,39,170,141
Canada,9415,"Inspectors and testers, mineral and metal processing",0,0,0,2,1,10,10,32
Canada,9416,Metalworking and forging machine operators,5,18,27,90,124,54,265,220
Canada,9417,Machining tool operators,3,14,4,25,22,16,93,177
Canada,9418,Other metal products machine operators,6,1,2,1,3,0,26,49
Canada,9421,Chemical plant machine operators,8,8,15,15,21,8,19,20
Canada,9422,Plastics processing machine operators,4,3,11,85,126,124,354,329
Canada,9423,Rubber processing machine operators and related workers,0,0,0,6,16,20,126,99
Canada,9431,Sawmill machine operators,12,2,4,8,9,26,123,48
Canada,9432,Pulp mill machine operators,0,0,0,0,19,0,0,0
Canada,9433,Papermaking and finishing machine operators,0,0,0,0,0,0,2,5
Canada,9434,Other wood processing machine operators,0,0,0,0,1,2,10,6
Canada,9435,Paper converting machine operators,0,0,0,5,2,5,32,58
Canada,9436,Lumber graders and other wood processing inspectors and graders,0,0,0,0,6,3,8,1
Canada,9437,Woodworking machine operators,15,20,6,15,27,59,324,183
Canada,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",0,2,0,5,15,13,67,88
Canada,9442,"Weavers, knitters and other fabric making occupations",0,2,2,11,34,0,65,23
Canada,9445,"Fabric, fur and leather cutters",0,0,0,0,1,1,4,12
Canada,9446,Industrial sewing machine operators,5,6,7,16,50,41,122,143
Canada,9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0,0,0,0,2,18
Canada,9461,"Process control and machine operators, food, beverage and associated products processing",5,47,70,164,147,159,709,670
Canada,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",143,330,289,420,596,470,"1,955","1,039"
Canada,9463,Fish and seafood plant workers,"1,309","2,052","1,556","1,862","3,544","3,743","7,374","4,529"
Canada,9465,"Testers and graders, food, beverage and associated products processing",0,0,6,1,1,4,15,88
Canada,9471,Plateless printing equipment operators,0,0,0,1,0,1,8,9
Canada,9472,"Camera, platemaking and other prepress occupations",0,0,0,0,0,0,0,1
Canada,9473,Binding and finishing machine operators,1,0,0,5,1,0,5,12
Canada,9474,Photographic and film processors,0,0,0,0,0,0,0,0
Canada,9521,Aircraft assemblers and aircraft assembly inspectors,0,12,0,0,1,0,0,75
Canada,9522,"Motor vehicle assemblers, inspectors and testers",0,10,1,16,29,2,42,28
Canada,9523,"Electronics assemblers, fabricators, inspectors and testers",0,0,0,3,4,2,45,90
Canada,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",0,0,1,1,0,29,14,30
Canada,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,1,5,1,11,7
Canada,9526,Mechanical assemblers and inspectors,3,4,5,16,5,7,98,111
Canada,9527,"Machine operators and inspectors, electrical apparatus manufacturing",1,1,0,1,0,6,6,1
Canada,9531,Boat assemblers and inspectors,2,3,4,3,0,33,29,14
Canada,9532,Furniture and fixture assemblers and inspectors,0,0,4,20,18,16,251,273
Canada,9533,Other wood products assemblers and inspectors,0,5,52,121,152,243,581,496
Canada,9534,Furniture finishers and refinishers,0,6,6,12,10,4,39,20
Canada,9535,"Plastic products assemblers, finishers and inspectors",4,4,7,57,110,57,449,193
Canada,9536,"Industrial painters, coaters and metal finishing process operators",29,7,12,35,18,18,216,174
Canada,9537,"Other products assemblers, finishers and inspectors",2,20,12,115,30,75,182,87
Canada,9611,Labourers in mineral and metal processing,9,9,10,34,1,18,10,32
Canada,9612,Labourers in metal fabrication,37,7,13,61,45,76,407,215
Canada,9613,Labourers in chemical products processing and utilities,48,3,25,1,1,2,6,6
Canada,9614,"Labourers in wood, pulp and paper processing",0,5,32,91,129,140,712,415
Canada,9615,Labourers in rubber and plastic products manufacturing,7,6,14,21,62,70,418,98
Canada,9616,Labourers in textile processing,0,0,0,0,0,4,32,27
Canada,9617,"Labourers in food, beverage and associated products processing",300,602,"1,312","1,769","2,508","2,250","5,268","3,687"
Canada,9618,Labourers in fish and seafood processing,70,127,146,324,401,602,"1,931","1,821"
Canada,9619,"Other labourers in processing, manufacturing and utilities",25,12,56,179,226,255,964,687
Newfoundland and Labrador,0013,"Senior managers - financial, communications and other business services",0,0,0,1,0,0,0,2
Newfoundland and Labrador,0015,"Senior managers - trade, broadcasting and other services, n.e.c.",0,0,0,0,0,0,0,1
Newfoundland and Labrador,0016,"Senior managers - construction, transportation, production and utilities",3,3,5,2,0,2,2,0
Newfoundland and Labrador,0112,Human resources managers,2,2,1,0,1,0,0,0
Newfoundland and Labrador,0124,"Advertising, marketing and public relations managers",0,1,0,0,0,0,0,1
Newfoundland and Labrador,0125,Other business services managers,1,0,0,0,0,0,0,0
Newfoundland and Labrador,0211,Engineering managers,13,12,3,2,0,2,0,0
Newfoundland and Labrador,0212,Architecture and science managers,1,1,0,0,0,0,0,1
Newfoundland and Labrador,0213,Computer and information systems managers,0,0,0,0,0,0,0,2
Newfoundland and Labrador,0601,Corporate sales managers,0,0,0,0,0,0,0,1
Newfoundland and Labrador,0621,Retail and wholesale trade managers,0,1,0,0,0,0,0,0
Newfoundland and Labrador,0631,Restaurant and food service managers,4,0,0,1,0,0,0,1
Newfoundland and Labrador,0632,Accommodation service managers,0,0,0,0,0,5,2,4
Newfoundland and Labrador,0711,Construction managers,25,9,2,1,14,7,2,0
Newfoundland and Labrador,0714,Facility operation and maintenance managers,4,0,1,0,0,1,0,0
Newfoundland and Labrador,0731,Managers in transportation,12,0,0,1,2,2,3,0
Newfoundland and Labrador,0811,Managers in natural resources production and fishing,7,4,2,1,0,0,0,0
Newfoundland and Labrador,0823,Managers in aquaculture,0,0,0,0,0,3,2,1
Newfoundland and Labrador,0911,Manufacturing managers,3,1,0,0,0,1,0,0
Newfoundland and Labrador,1122,Professional occupations in business management consulting,0,1,4,1,0,0,0,0
Newfoundland and Labrador,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",0,0,1,0,0,4,2,2
Newfoundland and Labrador,1221,Administrative officers,8,3,0,0,0,0,3,2
Newfoundland and Labrador,1224,Property administrators,0,0,0,0,0,0,0,1
Newfoundland and Labrador,1225,Purchasing agents and officers,0,0,0,3,0,0,0,1
Newfoundland and Labrador,1241,Administrative assistants,0,0,0,0,0,0,0,2
Newfoundland and Labrador,1311,Accounting technicians and bookkeepers,0,0,0,0,0,0,0,2
Newfoundland and Labrador,1411,General office support workers,0,0,0,0,2,2,0,0
Newfoundland and Labrador,1414,Receptionists,0,0,0,0,0,0,0,2
Newfoundland and Labrador,1422,Data entry clerks,3,0,0,0,0,0,0,0
Newfoundland and Labrador,1522,Storekeepers and partspersons,3,2,0,2,10,10,6,4
Newfoundland and Labrador,1523,Production logistics co-ordinators,2,0,0,0,0,0,0,0
Newfoundland and Labrador,1525,Dispatchers,0,0,0,0,2,2,0,2
Newfoundland and Labrador,2113,Geoscientists and oceanographers,7,3,0,0,0,1,7,0
Newfoundland and Labrador,2121,Biologists and related scientists,0,3,0,0,0,0,0,0
Newfoundland and Labrador,2131,Civil engineers,29,2,0,0,4,4,0,7
Newfoundland and Labrador,2132,Mechanical engineers,9,18,2,0,0,4,3,0
Newfoundland and Labrador,2133,Electrical and electronics engineers,10,5,2,0,0,0,1,2
Newfoundland and Labrador,2134,Chemical engineers,0,2,0,0,1,0,0,1
Newfoundland and Labrador,2141,Industrial and manufacturing engineers,0,0,0,0,0,0,0,1
Newfoundland and Labrador,2144,Geological engineers,2,1,0,0,0,0,0,0
Newfoundland and Labrador,2145,Petroleum engineers,8,6,0,1,0,10,14,12
Newfoundland and Labrador,2147,Computer engineers (except software engineers and designers),3,1,0,0,0,0,0,0
Newfoundland and Labrador,2148,"Other professional engineers, n.e.c.",9,3,1,2,1,2,1,7
Newfoundland and Labrador,2154,Land surveyors,33,26,0,14,0,0,0,0
Newfoundland and Labrador,2171,Information systems analysts and consultants,0,0,2,1,0,0,0,1
Newfoundland and Labrador,2173,Software engineers and designers,0,0,0,0,3,2,2,1
Newfoundland and Labrador,2174,Computer programmers and interactive media developers,0,0,0,21,1,7,1,1
Newfoundland and Labrador,2175,Web designers and developers,0,0,0,0,0,0,0,1
Newfoundland and Labrador,2211,Chemical technologists and technicians,4,4,0,0,0,2,0,0
Newfoundland and Labrador,2212,Geological and mineral technologists and technicians,9,2,4,8,9,0,0,0
Newfoundland and Labrador,2221,Biological technologists and technicians,0,6,0,0,0,0,0,0
Newfoundland and Labrador,2231,Civil engineering technologists and technicians,7,2,2,3,0,3,3,3
Newfoundland and Labrador,2232,Mechanical engineering technologists and technicians,125,69,32,25,20,7,44,23
Newfoundland and Labrador,2233,Industrial engineering and manufacturing technologists and technicians,3,8,0,1,2,0,0,0
Newfoundland and Labrador,2241,Electrical and electronics engineering technologists and technicians,40,41,3,11,12,8,19,9
Newfoundland and Labrador,2242,Electronic service technicians (household and business equipment),0,0,0,0,0,0,0,1
Newfoundland and Labrador,2243,Industrial instrument technicians and mechanics,3,3,0,1,2,0,0,2
Newfoundland and Labrador,2244,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",2,0,0,0,0,0,0,0
Newfoundland and Labrador,2253,Drafting technologists and technicians,0,0,0,1,0,2,0,0
Newfoundland and Labrador,2254,Land survey technologists and technicians,6,0,4,0,0,0,0,0
Newfoundland and Labrador,2255,Technical occupations in geomatics and meteorology,85,16,1,0,17,0,0,0
Newfoundland and Labrador,2261,Non-destructive testers and inspection technicians,36,6,10,4,0,0,0,9
Newfoundland and Labrador,2262,Engineering inspectors and regulatory officers,1,0,6,1,0,0,1,1
Newfoundland and Labrador,2263,Inspectors in public and environmental health and occupational health and safety,16,8,6,1,9,13,11,7
Newfoundland and Labrador,2264,Construction inspectors,2,0,0,0,0,0,0,0
Newfoundland and Labrador,2273,"Deck officers, water transport",128,136,29,58,53,49,55,26
Newfoundland and Labrador,2274,"Engineer officers, water transport",130,98,13,43,51,52,44,19
Newfoundland and Labrador,2281,Computer network technicians,0,0,0,0,0,0,0,2
Newfoundland and Labrador,3012,Registered nurses and registered psychiatric nurses,0,0,0,0,2,2,0,0
Newfoundland and Labrador,3111,Specialist physicians,15,7,8,13,22,14,12,16
Newfoundland and Labrador,3112,General practitioners and family physicians,6,1,0,0,2,0,1,1
Newfoundland and Labrador,3113,Dentists,0,1,0,0,2,0,1,0
Newfoundland and Labrador,3114,Veterinarians,0,0,0,0,1,0,0,0
Newfoundland and Labrador,3125,Other professional occupations in health diagnosing and treating,0,0,0,0,0,0,1,1
Newfoundland and Labrador,3141,Audiologists and speech-language pathologists,1,0,0,0,1,1,0,0
Newfoundland and Labrador,3223,"Dental technologists, technicians and laboratory assistants",0,0,0,0,0,1,0,0
Newfoundland and Labrador,3234,Paramedical occupations,5,0,0,0,1,0,0,0
Newfoundland and Labrador,3236,Massage therapists,1,0,0,0,0,0,0,0
Newfoundland and Labrador,3411,Dental assistants,0,0,0,0,0,0,0,1
Newfoundland and Labrador,3413,"Nurse aides, orderlies and patient service associates",0,1,0,0,0,0,0,4
Newfoundland and Labrador,4011,University professors and lecturers,3,0,0,0,1,0,1,2
Newfoundland and Labrador,4021,College and other vocational instructors,3,1,0,0,0,0,0,0
